"Treatment","gene","mean","sd","cv","DEG","change_in_treatment","spid","protein_names","evalue"
"Low","g60298",16.7558403545614,0.345013869397249,0.0205906634401256,"DEG","Up-regulated",NA,NA,NA
"Low","g60299",17.8223100972301,0.303748650552109,0.0170431694261294,"DEG","Up-regulated",NA,NA,NA
"Low","g604",11.2681056392715,0.230010577655126,0.0204125329508356,"DEG","Up-regulated",NA,NA,NA
"Low","g60444",8.70427404295657,0.178656969704451,0.0205252004730962,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.08e-16
"Low","g6070",11.809184538508,0.170903064166579,0.0144720461950009,"DEG","Up-regulated",NA,NA,NA
"Low","g60890",8.87017803273373,0.222902422600739,0.0251294192493273,"DEG","Up-regulated",NA,NA,NA
"Low","g60891",10.5615197222921,0.125938531841453,0.0119242812732372,"DEG","Up-regulated",NA,NA,NA
"Low","g60892",11.0196359954994,0.116743223847809,0.0105941089066362,"DEG","Up-regulated",NA,NA,NA
"Low","g61072",7.67218430524378,0.227461014598804,0.0296474909294527,"DEG","Up-regulated",NA,NA,NA
"Low","g61165",8.21875366326434,0.191252185319753,0.0232702174995949,"DEG","Up-regulated",NA,NA,NA
"Low","g61397",7.48617146251222,0.212034972992646,0.0283235528406519,"DEG","Up-regulated",NA,NA,NA
"Low","g61443",9.2750845169974,0.200646447446372,0.0216328430300199,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.01e-16
"Low","g6191",9.24443149172456,0.186155320276053,0.0201370219945592,"DEG","Up-regulated","Q96MW7","Tigger transposable element-derived protein 1",6.7e-55
"Low","g61996",11.6164941373834,0.211333076315917,0.0181925005786228,"DEG","Up-regulated",NA,NA,NA
"Low","g62054",8.81264825761469,0.255082794605239,0.0289450783860381,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",8e-26
"Low","g6220",10.9771093715149,0.276293435891925,0.0251699629238363,"DEG","Up-regulated",NA,NA,NA
"Low","g62385",12.0797613580751,0.273576696548781,0.0226475249335866,"DEG","Up-regulated",NA,NA,NA
"Low","g62770",9.5106993173272,0.12305469846362,0.0129385541859609,"DEG","Up-regulated",NA,NA,NA
"Low","g62870",7.97435771534909,0.195077594875927,0.0244631106152212,"DEG","Up-regulated",NA,NA,NA
"Low","g62914",10.9414676659794,0.244583453721339,0.0223538067458563,"DEG","Up-regulated",NA,NA,NA
"Low","g62916",12.1948346669898,0.33627870476432,0.027575503395269,"DEG","Up-regulated",NA,NA,NA
"Low","g63005",6.98106185459033,0.203395708970236,0.029135354077474,"DEG","Up-regulated",NA,NA,NA
"Low","g63270",11.7247186736941,0.173443803420505,0.0147930034184656,"DEG","Up-regulated",NA,NA,NA
"Low","g6355",11.3518821771698,0.133896893895632,0.0117951271697408,"DEG","Up-regulated",NA,NA,NA
"Low","g63655",8.43480469767495,0.200193599363255,0.0237342305528945,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.8e-25
"Low","g63695",5.93201373160794,0.157615695511809,0.0265703524373141,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.86e-33
"Low","g64058",9.02546760315276,0.231757479749976,0.0256781687044136,"DEG","Up-regulated",NA,NA,NA
"Low","g64142",11.5671892486916,0.291467553308391,0.0251977854811496,"DEG","Up-regulated",NA,NA,NA
"Low","g6424",8.99689536909558,0.197736744328615,0.0219783309926936,"DEG","Up-regulated",NA,NA,NA
"Low","g64421",10.00128675571,0.249577298563963,0.0249545188194381,"DEG","Up-regulated",NA,NA,NA
"Low","g64422",9.45814349943313,0.266714216689705,0.0281994258921627,"DEG","Up-regulated",NA,NA,NA
"Low","g6454",11.5007387443998,0.185603962277674,0.0161384382692852,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.7e-12
"Low","g64608",9.10592881123341,0.249020683703394,0.027347093181334,"DEG","Up-regulated",NA,NA,NA
"Low","g64641",9.53641967535551,0.171683341522382,0.0180029138153446,"DEG","Up-regulated",NA,NA,NA
"Low","g64715",10.4808160597247,0.21204988973875,0.0202321926585094,"DEG","Up-regulated",NA,NA,NA
"Low","g64754",11.3895085526553,0.212114632253427,0.0186236861118977,"DEG","Up-regulated",NA,NA,NA
"Low","g64990",12.1329916530374,0.196648530964954,0.0162077529259426,"DEG","Up-regulated",NA,NA,NA
"Low","g65084",8.49429069301075,0.165594440413842,0.0194947931968111,"DEG","Up-regulated",NA,NA,NA
"Low","g65094",9.89181837415062,0.22383470700138,0.0226282669712483,"DEG","Up-regulated",NA,NA,NA
"Low","g65231",8.70930286987028,0.186696688726535,0.0214364675928782,"DEG","Up-regulated","Q17239","5-hydroxytryptamine receptor (5-HT receptor) (Serotonin receptor)",6.75e-60
"Low","g65244",7.25089572028248,0.183038041466819,0.0252435076337974,"DEG","Up-regulated",NA,NA,NA
"Low","g65456",10.3652264745425,0.182164080216113,0.0175745393179316,"DEG","Up-regulated",NA,NA,NA
"Low","g65544",11.3343818849128,0.119973795183835,0.0105849437933208,"DEG","Up-regulated",NA,NA,NA
"Low","g6558",12.09605489201,0.201018254172148,0.016618497184973,"DEG","Up-regulated",NA,NA,NA
"Low","g65662",10.5487696605852,0.124705723638248,0.0118218263978408,"DEG","Up-regulated",NA,NA,NA
"Low","g65673",10.6534757936211,0.220978065939795,0.0207423445850515,"DEG","Up-regulated","Q8IWF2","FAD-dependent oxidoreductase domain-containing protein 2 (Endoplasmic reticulum flavoprotein associated with degradation)",3.51e-18
"Low","g65784",8.98913874497438,0.184819044926106,0.0205602616857409,"DEG","Up-regulated",NA,NA,NA
"Low","g66594",11.1131986608995,0.330034237022846,0.0296975017808359,"DEG","Up-regulated",NA,NA,NA
"Low","g6683",12.1925947444683,0.283623819561477,0.0232619738050553,"DEG","Up-regulated",NA,NA,NA
"Low","g6684",10.5756129763747,0.298178184555555,0.0281948843269574,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",4.63e-25
"Low","g6687",10.1507000779876,0.244111003465647,0.0240486864541508,"DEG","Up-regulated",NA,NA,NA
"Low","g6691",10.9482080810464,0.225847656272469,0.0206287325378349,"DEG","Up-regulated",NA,NA,NA
"Low","g6693",11.0491241108715,0.2521534479872,0.0228211254989073,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",7.55e-11
"Low","g67016",9.12973919590828,0.267218471796921,0.0292690148166206,"DEG","Up-regulated",NA,NA,NA
"Low","g6725",7.81390945925518,0.132482266226112,0.0169546712713946,"DEG","Up-regulated",NA,NA,NA
"Low","g6744",8.15101565109036,0.227741521739866,0.027940263089717,"DEG","Up-regulated",NA,NA,NA
"Low","g6757",8.34377699545757,0.162961881979825,0.0195309488818484,"DEG","Up-regulated",NA,NA,NA
"Low","g6778",10.7552930201007,0.182239977850732,0.0169442131897422,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",1.33e-16
"Low","g6780",10.7812099182139,0.195428615745069,0.0181267795755381,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2e-16
"Low","g67859",10.5006262838889,0.202317275308793,0.0192671627233518,"DEG","Up-regulated",NA,NA,NA
"Low","g67890",10.0794931693545,0.154752787597031,0.0153532310600238,"DEG","Up-regulated",NA,NA,NA
"Low","g67942",9.96261567427717,0.275098380266159,0.0276130676180197,"DEG","Up-regulated",NA,NA,NA
"Low","g68077",9.28357222931921,0.127815053774642,0.013767874113262,"DEG","Up-regulated",NA,NA,NA
"Low","g68312",8.41468281996115,0.187796456235868,0.0223177106319897,"DEG","Up-regulated",NA,NA,NA
"Low","g68451",12.6231211097918,0.270815199535327,0.0214539017078157,"DEG","Up-regulated",NA,NA,NA
"Low","g68475",8.52945387597732,0.227696668212352,0.0266953396457944,"DEG","Up-regulated",NA,NA,NA
"Low","g68568",11.6188911474644,0.243392547265171,0.0209480013347304,"DEG","Up-regulated",NA,NA,NA
"Low","g6892",9.54848312460863,0.137951346115041,0.014447461896802,"DEG","Up-regulated",NA,NA,NA
"Low","g68980",9.63923836230546,0.175288538614667,0.0181848951157945,"DEG","Up-regulated",NA,NA,NA
"Low","g69337",10.1301302212577,0.158783116657088,0.0156743411179342,"DEG","Up-regulated",NA,NA,NA
"Low","g6954",11.0078569375423,0.157424759857753,0.0143011269814795,"DEG","Up-regulated",NA,NA,NA
"Low","g6955",9.83333332877012,0.180820050718539,0.0183884797426219,"DEG","Up-regulated",NA,NA,NA
"Low","g69567",9.63137643097531,0.272149121041336,0.0282565138006735,"DEG","Up-regulated",NA,NA,NA
"Low","g69754",9.53969973643918,0.141659904095838,0.0148495139270195,"DEG","Up-regulated",NA,NA,NA
"Low","g69755",10.9188186291457,0.176984901253991,0.0162091621140737,"DEG","Up-regulated",NA,NA,NA
"Low","g70018",8.53709762620042,0.179794076200761,0.0210603280029236,"DEG","Up-regulated",NA,NA,NA
"Low","g7007",8.26393734477103,0.23402561007958,0.028318899371576,"DEG","Up-regulated","Q96N38","Zinc finger protein 714",3.67e-56
"Low","g70319",9.46121938970913,0.227125841055682,0.0240059797474652,"DEG","Up-regulated",NA,NA,NA
"Low","g70447",10.0118815186267,0.191927880183791,0.019170011133943,"DEG","Up-regulated",NA,NA,NA
"Low","g70448",8.7246953026538,0.230411440904659,0.0264091103370194,"DEG","Up-regulated",NA,NA,NA
"Low","g70476",11.739324177993,0.18757228116473,0.0159781158029829,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",9.04e-14
"Low","g7083",7.98098714456736,0.155882271765768,0.0195317031517683,"DEG","Up-regulated",NA,NA,NA
"Low","g70888",10.7620993909951,0.191280100728849,0.017773493235799,"DEG","Up-regulated",NA,NA,NA
"Low","g70940",10.8335204685407,0.231758231176871,0.0213926979553757,"DEG","Up-regulated",NA,NA,NA
"Low","g71022",9.57585989817814,0.118490854966657,0.0123739127583937,"DEG","Up-regulated",NA,NA,NA
"Low","g7121",7.90772374559819,0.131448872910541,0.0166228458579767,"DEG","Up-regulated",NA,NA,NA
"Low","g71365",9.38033466217087,0.233286272234722,0.0248697174073674,"DEG","Up-regulated",NA,NA,NA
"Low","g71515",11.0699045110731,0.28616782012781,0.0258509745808158,"DEG","Up-regulated",NA,NA,NA
"Low","g7154",10.5058925256328,0.182764708814121,0.0173964000077293,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.91e-21
"Low","g7155",8.70466017695392,0.243318596064925,0.0279526817955657,"DEG","Up-regulated",NA,NA,NA
"Low","g71550",8.35891663537256,0.14332500537722,0.0171463613802188,"DEG","Up-regulated",NA,NA,NA
"Low","g71909",9.5702200747594,0.176505109506292,0.0184431609855878,"DEG","Up-regulated",NA,NA,NA
"Low","g71963",10.6707386468129,0.282137123538838,0.0264402618110328,"DEG","Up-regulated",NA,NA,NA
"Low","g72141",9.58184242376252,0.218275933112813,0.0227801630896683,"DEG","Up-regulated",NA,NA,NA
"Low","g7249",10.83347440539,0.22481331281945,0.0207517278766633,"DEG","Up-regulated",NA,NA,NA
"Low","g7250",9.76546457076072,0.192713492984272,0.0197341858738892,"DEG","Up-regulated",NA,NA,NA
"Low","g72577",11.0584973610735,0.183332273405501,0.0165784073025003,"DEG","Up-regulated",NA,NA,NA
"Low","g73226",8.34768385601009,0.181313183302438,0.0217201784866227,"DEG","Up-regulated","Q8C079","Striatin-interacting protein 1 (Protein FAM40A)",3.58e-15
"Low","g73412",17.1126273954967,0.295740735957248,0.0172820180748559,"DEG","Up-regulated",NA,NA,NA
"Low","g73485",12.1733136095641,0.288750295720823,0.0237199422426745,"DEG","Up-regulated",NA,NA,NA
"Low","g7354",13.1462511796948,0.309541415584037,0.023545983668876,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",5.85e-14
"Low","g73765",9.97242832574847,0.267656133009491,0.0268396146120612,"DEG","Up-regulated",NA,NA,NA
"Low","g73825",8.46572776182378,0.198538423004031,0.0234520207346308,"DEG","Up-regulated",NA,NA,NA
"Low","g74316",9.93418703837116,0.082176818974903,0.00827212319010021,"DEG","Up-regulated",NA,NA,NA
"Low","g74342",9.34039307652322,0.102647922628464,0.0109896791053116,"DEG","Up-regulated",NA,NA,NA
"Low","g74399",10.5452334462127,0.295209613649656,0.0279946020308997,"DEG","Up-regulated","O95835","Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts)",2.14e-29
"Low","g74523",12.6770419433368,0.147133928446967,0.0116063297025141,"DEG","Up-regulated","Q9NL83","Orcokinin peptides type A [Cleaved into: Orcomyotropin-like peptide; Orcokinin; Orcokinin-like peptide 1; Orcokinin-like peptide 2; Orcokinin-like peptide 3; Orcokinin-like peptide 4]",9.52e-50
"Low","g74524",12.3965431297989,0.133736213627624,0.010788186047298,"DEG","Up-regulated",NA,NA,NA
"Low","g7462",7.61286563951141,0.173686085580062,0.0228148103230165,"DEG","Up-regulated",NA,NA,NA
"Low","g74703",11.7070163300899,0.196753099428672,0.0168064256409183,"DEG","Up-regulated",NA,NA,NA
"Low","g74794",11.1138473909688,0.325820707823989,0.0293166440353277,"DEG","Up-regulated",NA,NA,NA
"Low","g7496",9.5348079595372,0.14100288027803,0.0147882244588882,"DEG","Up-regulated",NA,NA,NA
"Low","g75204",9.63946222317332,0.182248433613044,0.0189064938887273,"DEG","Up-regulated",NA,NA,NA
"Low","g7578",6.71190389022489,0.179383182270073,0.0267261249868794,"DEG","Up-regulated",NA,NA,NA
"Low","g75981",11.8622237863698,0.236787060186292,0.0199614393094127,"DEG","Up-regulated","Q13530","Serine incorporator 3 (Tumor differentially expressed protein 1)",9.3e-14
"Low","g76070",9.39124331624433,0.218424746225019,0.0232583417200152,"DEG","Up-regulated",NA,NA,NA
"Low","g76149",10.0735302992768,0.224311476697032,0.0222674147029802,"DEG","Up-regulated",NA,NA,NA
"Low","g7635",11.3614254064851,0.105855454731164,0.00931709278932043,"DEG","Up-regulated",NA,NA,NA
"Low","g76484",10.9083333936153,0.181629948752762,0.0166505681664507,"DEG","Up-regulated",NA,NA,NA
"Low","g76667",8.07524013471826,0.225448917400503,0.027918540333088,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",8.44e-22
"Low","g770",10.7618012184328,0.234537201583422,0.0217934894747645,"DEG","Up-regulated",NA,NA,NA
"Low","g7722",11.608923776835,0.120011117756625,0.0103378332103533,"DEG","Up-regulated",NA,NA,NA
"Low","g77352",10.0906730475545,0.182425215466099,0.0180785973944831,"DEG","Up-regulated",NA,NA,NA
"Low","g7739",10.2494650589149,0.163766210854923,0.0159780251860541,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",3.84e-16
"Low","g77444",9.39673519377429,0.235772304109058,0.0250908745694213,"DEG","Up-regulated",NA,NA,NA
"Low","g77445",9.88415391427961,0.232783705645706,0.0235512020213894,"DEG","Up-regulated",NA,NA,NA
"Low","g77865",7.66999126890383,0.177146557326366,0.0230960572334111,"DEG","Up-regulated",NA,NA,NA
"Low","g77890",8.67373455769741,0.240560747640762,0.027734391229125,"DEG","Up-regulated","Q96DM1","PiggyBac transposable element-derived protein 4",5.75e-30
"Low","g7805",10.3215721363029,0.196424271741782,0.0190304605875805,"DEG","Up-regulated","Q9UJN7","Zinc finger protein 391",6.1e-18
"Low","g78097",10.5186276829038,0.131942436140312,0.0125436929719228,"DEG","Up-regulated",NA,NA,NA
"Low","g78228",9.94886297307499,0.255055011518934,0.025636599097726,"DEG","Up-regulated",NA,NA,NA
"Low","g784",11.2604826387999,0.29300150379233,0.0260203326261294,"DEG","Up-regulated",NA,NA,NA
"Low","g785",10.2682825267024,0.294995641974669,0.0287288201515238,"DEG","Up-regulated",NA,NA,NA
"Low","g7877",12.0237101536111,0.271452306485501,0.0225764180122036,"DEG","Up-regulated",NA,NA,NA
"Low","g7891",9.82552478268935,0.161494983758762,0.0164362705637143,"DEG","Up-regulated",NA,NA,NA
"Low","g7892",8.27364412620102,0.236646772520085,0.0286024838523899,"DEG","Up-regulated",NA,NA,NA
"Low","g79022",8.52271279179426,0.221639834797019,0.0260057848025122,"DEG","Up-regulated",NA,NA,NA
"Low","g79114",7.75609663459294,0.16766257559378,0.0216168755358189,"DEG","Up-regulated",NA,NA,NA
"Low","g79115",7.93535488619025,0.106269650451919,0.0133919215934322,"DEG","Up-regulated",NA,NA,NA
"Low","g79266",9.87204576895944,0.141356630122081,0.01431887912904,"DEG","Up-regulated",NA,NA,NA
"Low","g79369",10.7938776597179,0.172998075021691,0.0160274259608582,"DEG","Up-regulated",NA,NA,NA
"Low","g79633",10.1390523928375,0.259273608558038,0.0255717791478417,"DEG","Up-regulated",NA,NA,NA
"Low","g79634",13.2203665276143,0.263798930299805,0.0199539800767844,"DEG","Up-regulated",NA,NA,NA
"Low","g800",8.18357919071242,0.163816681546389,0.0200177303510797,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.43e-28
"Low","g8013",9.25476717847014,0.274500491790601,0.0296604427207187,"DEG","Up-regulated",NA,NA,NA
"Low","g8032",6.24952095357782,0.164867267098874,0.026380784755108,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",3.22e-26
"Low","g80551",10.9728163350128,0.199426059313709,0.0181745554855746,"DEG","Up-regulated",NA,NA,NA
"Low","g8061",10.1668602608486,0.261456363885304,0.0257165297030926,"DEG","Up-regulated",NA,NA,NA
"Low","g8065",9.91200564319015,0.236450026516224,0.0238549124191301,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.94e-27
"Low","g80783",6.2959328132533,0.123001337287269,0.0195366343535853,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.95e-32
"Low","g80816",8.34502515073523,0.18003964518261,0.0215744880249699,"DEG","Up-regulated",NA,NA,NA
"Low","g80818",9.77432803903782,0.17919039657812,0.0183327586164951,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",4.52e-26
"Low","g8085",6.76965732977886,0.168538064039702,0.0248960997328955,"DEG","Up-regulated",NA,NA,NA
"Low","g81108",10.340842268397,0.212760960600747,0.0205748192534541,"DEG","Up-regulated",NA,NA,NA
"Low","g8125",10.5946210161273,0.182096163160699,0.0171876051897949,"DEG","Up-regulated",NA,NA,NA
"Low","g81443",10.1776128038902,0.252361048425411,0.0247957014368783,"DEG","Up-regulated",NA,NA,NA
"Low","g81444",8.56601859079157,0.207259972536704,0.0241956015317906,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.29e-26
"Low","g81775",10.5996674347685,0.192883551503395,0.0181971323808433,"DEG","Up-regulated",NA,NA,NA
"Low","g8194",8.08779424143493,0.147924072363126,0.0182897917463441,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.39e-25
"Low","g8214",9.17938361264543,0.124955747705953,0.0136126512387842,"DEG","Up-regulated",NA,NA,NA
"Low","g8247",9.05183211691761,0.270225087905087,0.0298530821622337,"DEG","Up-regulated",NA,NA,NA
"Low","g82693",9.63178816686498,0.129384648221695,0.0134330869803388,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.23e-12
"Low","g82694",9.34165338590233,0.137788813699096,0.0147499385822895,"DEG","Up-regulated",NA,NA,NA
"Low","g828",11.1386879447181,0.159105839676288,0.014284073713703,"DEG","Up-regulated",NA,NA,NA
"Low","g82887",10.5824452523211,0.272647537283305,0.0257641339768334,"DEG","Up-regulated",NA,NA,NA
"Low","g829",12.0843814750764,0.16036111768534,0.0132701138255259,"DEG","Up-regulated",NA,NA,NA
"Low","g82945",9.22959145770751,0.259007225339549,0.0280626966563353,"DEG","Up-regulated",NA,NA,NA
"Low","g82967",10.1744265092814,0.261212482171056,0.0256734354445207,"DEG","Up-regulated",NA,NA,NA
"Low","g83011",10.0260089959052,0.290299808453595,0.0289546726491227,"DEG","Up-regulated",NA,NA,NA
"Low","g83160",9.31239689056544,0.236042917762715,0.0253471711457933,"DEG","Up-regulated","P18729","Gastrula zinc finger protein XlCGF57.1 (Fragment)",3.67e-22
"Low","g83197",9.39978145205715,0.260163134231633,0.0276775726710855,"DEG","Up-regulated",NA,NA,NA
"Low","g83400",8.94882782155695,0.171864193590865,0.0192052184954167,"DEG","Up-regulated",NA,NA,NA
"Low","g83535",8.3936502559199,0.219687068928556,0.0261730072412315,"DEG","Up-regulated",NA,NA,NA
"Low","g83536",10.7516659516036,0.214712350333151,0.019970147072987,"DEG","Up-regulated",NA,NA,NA
"Low","g83630",7.67861627240567,0.150673802560909,0.0196225201541038,"DEG","Up-regulated","Q13106","Zinc finger protein 154",1.87e-45
"Low","g8399",12.066450842731,0.231882158633263,0.0192170971941556,"DEG","Up-regulated","Q08499","cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)",2.59e-20
"Low","g84115",9.31597649701579,0.27606538918373,0.0296335429004316,"DEG","Up-regulated",NA,NA,NA
"Low","g84403",9.50059904637705,0.278429944435156,0.0293065672044472,"DEG","Up-regulated","Q63312","Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha) (Fragment)",1.28e-19
"Low","g84610",12.420520860275,0.126669376956414,0.0101983949289555,"DEG","Up-regulated",NA,NA,NA
"Low","g84640",7.81434844636871,0.231799380087879,0.0296633022802554,"DEG","Up-regulated",NA,NA,NA
"Low","g84729",7.26368020764864,0.193985954542272,0.0267062906125748,"DEG","Up-regulated","Q08ER8","Zinc finger protein 543",2.65e-70
"Low","g8489",9.58001524704894,0.123838784211525,0.0129267836238229,"DEG","Up-regulated",NA,NA,NA
"Low","g84921",7.89471413696035,0.201792144154637,0.0255604117709488,"DEG","Up-regulated",NA,NA,NA
"Low","g85062",8.31298647719404,0.233008927001548,0.0280295087259901,"DEG","Up-regulated",NA,NA,NA
"Low","g85210",7.9047517422873,0.222772296469471,0.0281820737364498,"DEG","Up-regulated","O61366","Serine-enriched protein",1.57e-22
"Low","g8536",11.6957200105236,0.157075378463138,0.0134301589232476,"DEG","Up-regulated",NA,NA,NA
"Low","g85661",11.2957405978249,0.15452557996986,0.0136799865959754,"DEG","Up-regulated",NA,NA,NA
"Low","g85662",12.3158455328393,0.174774885283801,0.0141910585690424,"DEG","Up-regulated",NA,NA,NA
"Low","g85684",11.4733092254934,0.240241319916126,0.0209391479994555,"DEG","Up-regulated","P48613","Protein tipE (Temperature-induced paralytic E)",2.29e-16
"Low","g85941",11.3540332483279,0.207065817061906,0.018237203690803,"DEG","Up-regulated",NA,NA,NA
"Low","g86415",11.546850476859,0.143595875026561,0.0124359343973788,"DEG","Up-regulated",NA,NA,NA
"Low","g86756",9.01233688441026,0.264572670680987,0.0293567222435561,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",2.15e-25
"Low","g868",7.17255030126856,0.185319757900851,0.0258373591145223,"DEG","Up-regulated",NA,NA,NA
"Low","g86877",8.66029438257343,0.115037578533063,0.0132833335047531,"DEG","Up-regulated",NA,NA,NA
"Low","g86973",10.6142370393329,0.164449386452978,0.0154932837700518,"DEG","Up-regulated",NA,NA,NA
"Low","g87284",10.2507598930271,0.241573966768762,0.0235664447601673,"DEG","Up-regulated",NA,NA,NA
"Low","g87344",10.9415846320012,0.204408469782569,0.0186817976241512,"DEG","Up-regulated",NA,NA,NA
"Low","g87381",8.80443459830042,0.236111969360229,0.0268173914774502,"DEG","Up-regulated",NA,NA,NA
"Low","g87541",8.64202845090579,0.208015117550164,0.0240701727299176,"DEG","Up-regulated",NA,NA,NA
"Low","g87570",12.4463742882335,0.198481587923003,0.015946940315835,"DEG","Up-regulated",NA,NA,NA
"Low","g87705",7.28383398218447,0.190377425033251,0.0261369802632645,"DEG","Up-regulated",NA,NA,NA
"Low","g87843",12.7615769336635,0.382820355054541,0.0299978879604375,"DEG","Up-regulated","Q0V9R3","DIS3-like exonuclease 2 (EC 3.1.13.-)",0
"Low","g8795",10.3928803941697,0.223510452424556,0.0215061122564197,"DEG","Up-regulated",NA,NA,NA
"Low","g8796",10.7072538986945,0.185624650584318,0.0173363452796193,"DEG","Up-regulated",NA,NA,NA
"Low","g88087",8.03149631303617,0.23777497843399,0.029605315020571,"DEG","Up-regulated",NA,NA,NA
"Low","g88294",9.60035156698203,0.140797828775258,0.0146659034091518,"DEG","Up-regulated",NA,NA,NA
"Low","g8848",9.2840443972953,0.191373529366881,0.0206131639593014,"DEG","Up-regulated","Q7L3S4","Zinc finger protein 771 (Mesenchymal stem cell protein DSC43)",2.19e-14
"Low","g89228",10.0504441922901,0.184374337959677,0.0183448944576116,"DEG","Up-regulated",NA,NA,NA
"Low","g89278",7.40085589874507,0.20106940516023,0.0271683988867185,"DEG","Up-regulated",NA,NA,NA
"Low","g89777",10.2667549951291,0.107496251340108,0.0104703240109565,"DEG","Up-regulated",NA,NA,NA
"Low","g89778",9.30921294626413,0.188879897248798,0.0202895667269698,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",1.57e-18
"Low","g899",8.21719089027893,0.215969698129729,0.0262826677648715,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",2.49e-27
"Low","g90212",8.96912644117815,0.209709886805697,0.0233813056579176,"DEG","Up-regulated",NA,NA,NA
"Low","g9070",9.67451782883284,0.166400025477836,0.0171998262261625,"DEG","Up-regulated",NA,NA,NA
"Low","g90825",7.68030152496353,0.140920932489612,0.0183483593751589,"DEG","Up-regulated",NA,NA,NA
"Low","g9119",11.5159698757877,0.301781600229435,0.0262054871178441,"DEG","Up-regulated",NA,NA,NA
"Low","g9133",9.9668346141632,0.173563061882378,0.01741406059209,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",8.08e-33
