gene	gene_ontology_i_ds
evm.TU.HiC_scaffold_68.51	GO:0004758; GO:0005739; GO:0006686; GO:0016021; GO:0017059; GO:0030148; GO:0030170; GO:0046511; GO:0046512; GO:0046513; GO:0060612; GO:1904504
evm.TU.HiC_scaffold_89.30	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.32	GO:0004888; GO:0005109; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0007165; GO:0007169; GO:0007409; GO:0007411; GO:0007416; GO:0016020; GO:0016021; GO:0016301; GO:0017147; GO:0022008; GO:0022038; GO:0030182; GO:0031175; GO:0033278; GO:0033674; GO:0035567; GO:0036518; GO:0042813; GO:0043235; GO:0043410; GO:0048705; GO:0048843; GO:0060070; GO:0071679; GO:1904929; GO:1904938; GO:1904948; GO:1904953
evm.TU.HiC_scaffold_13.31	GO:0003964
evm.TU.HiC_scaffold_19.35	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_20.22	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.37	GO:0005179; GO:0005576; GO:0031409
evm.TU.HiC_scaffold_6951.5	GO:0000287; GO:0004450; GO:0005829; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0051287
evm.TU.HiC_scaffold_81.47	GO:0000077; GO:0000781; GO:0005634; GO:0006281; GO:0016571; GO:0031151; GO:0031507; GO:0031509; GO:0034729; GO:0035097; GO:0045815; GO:2000677
evm.TU.HiC_scaffold_81.48	GO:0005102; GO:0005227; GO:0005229; GO:0005247; GO:0005254; GO:0005654; GO:0005737; GO:0005886; GO:0005887; GO:0006812; GO:0006821; GO:0007200; GO:0009897; GO:0015111; GO:0015705; GO:0016324; GO:0034605; GO:0034707; GO:0035774; GO:0042391; GO:0042802; GO:0042803; GO:0045121; GO:0046872; GO:0050965; GO:0055085; GO:0060438; GO:1901653; GO:1902476
evm.TU.HiC_scaffold_23.33	GO:0003682; GO:0005654; GO:0015629; GO:0042593; GO:0046627
evm.TU.HiC_scaffold_80.48	GO:0000244; GO:0000398; GO:0005634; GO:0005682; GO:0008237; GO:0016607; GO:0017070; GO:0030532; GO:0030619; GO:0030620; GO:0030623; GO:0046540; GO:0070122; GO:0070530; GO:0071005; GO:0071006; GO:0071007; GO:0071013; GO:0071222; GO:0071356; GO:0097157
evm.TU.HiC_scaffold_86.21	GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005739; GO:0006357; GO:0007420; GO:0007517; GO:0008270; GO:0016604; GO:0019899; GO:0032922; GO:0045662; GO:0045663; GO:0045664; GO:0045785; GO:0045893; GO:0045944; GO:0071559; GO:1904059
evm.TU.HiC_scaffold_86.22	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0008270
evm.TU.HiC_scaffold_35.15	GO:0000460; GO:0000723; GO:0001756; GO:0001933; GO:0002218; GO:0002326; GO:0002328; GO:0002360; GO:0002638; GO:0002684; GO:0003690; GO:0004672; GO:0004674; GO:0004677; GO:0004712; GO:0005524; GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0005958; GO:0006302; GO:0006303; GO:0006468; GO:0006974; GO:0007420; GO:0007507; GO:0008630; GO:0010212; GO:0010332; GO:0014823; GO:0016233; GO:0018105; GO:0018107; GO:0019899; GO:0019904; GO:0030098; GO:0031571; GO:0031648; GO:0032040; GO:0032869; GO:0032991; GO:0032993; GO:0033077; GO:0033151; GO:0033152; GO:0033153; GO:0034462; GO:0034511; GO:0035234; GO:0042752; GO:0043065; GO:0043066; GO:0045087; GO:0045621; GO:0045648; GO:0045727; GO:0045944; GO:0048146; GO:0048511; GO:0048536; GO:0048538; GO:0048639; GO:0048660; GO:0050678; GO:0061629; GO:0070418; GO:0070419; GO:0106310; GO:1902036; GO:1905221; GO:2000773; GO:2001034; GO:2001229
evm.TU.HiC_scaffold_35.16	GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0005794; GO:0016021; GO:0016791; GO:0043812; GO:0046856; GO:0140268
evm.TU.HiC_scaffold_35.18	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_35.19	GO:0000122; GO:0003677; GO:0003682; GO:0005634; GO:0010468; GO:0022008; GO:0042054; GO:0046872; GO:0061629
evm.TU.HiC_scaffold_38.20	GO:0003964
evm.TU.HiC_scaffold_94.41	GO:0002039; GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006111; GO:0006283; GO:0006511; GO:0008022; GO:0010216; GO:0016567; GO:0016579; GO:0016604; GO:0016605; GO:0031625; GO:0031647; GO:0032088; GO:0032435; GO:0032991; GO:0035520; GO:0035616; GO:0042752; GO:0048511; GO:0050821; GO:0051090; GO:0070536; GO:0101005; GO:1901537; GO:1901796; GO:1904353; GO:1905279; GO:1990380
evm.TU.HiC_scaffold_88.17	GO:0004300; GO:0005739; GO:0005759; GO:0006635; GO:0009083; GO:0043956; GO:0120092
evm.TU.HiC_scaffold_18.36	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_100.34	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_82.25	GO:0000122; GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006355; GO:0009653; GO:0009953; GO:0030154; GO:0043565; GO:0045892; GO:0048545
evm.TU.HiC_scaffold_98.18	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_12.18	GO:0001953; GO:0004674; GO:0004712; GO:0005516; GO:0005524; GO:0005604; GO:0005634; GO:0005652; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0006357; GO:0008022; GO:0010839; GO:0014069; GO:0016020; GO:0016323; GO:0016363; GO:0030165; GO:0030425; GO:0031982; GO:0032024; GO:0032991; GO:0042043; GO:0042734; GO:0043025; GO:0044877; GO:0045121; GO:0045202; GO:0045944; GO:0048471; GO:0060170; GO:0061003; GO:0061045; GO:0070509; GO:0072659; GO:0090280; GO:0090288; GO:0097060; GO:0097440; GO:0098685; GO:0098846; GO:0106310; GO:2000300
evm.TU.HiC_scaffold_22.29	GO:0004364; GO:0004464; GO:0005829; GO:0006749; GO:0018916; GO:0019899; GO:0042178; GO:0042759; GO:0042803; GO:0043295; GO:0045171
evm.TU.HiC_scaffold_103.57	GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0106310
evm.TU.HiC_scaffold_85.43	GO:0005509; GO:0005886; GO:0005887; GO:0005925; GO:0007156; GO:0007295; GO:0007424; GO:0007431; GO:0007440; GO:0007442; GO:0009925; GO:0016339; GO:0030950; GO:0031254; GO:0042247; GO:0044331; GO:0044877; GO:0045089; GO:0048477; GO:0050829; GO:0050839; GO:0051491; GO:0060269; GO:0098609; GO:0098858; GO:1902463
evm.TU.HiC_scaffold_20.24	GO:0005654; GO:0016604; GO:0043565
evm.TU.HiC_scaffold_97.26	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005829; GO:0006401; GO:0016787; GO:0055087; GO:0070478
evm.TU.HiC_scaffold_97.27	GO:0005199; GO:0005576
evm.TU.HiC_scaffold_97.28	GO:0000121; GO:0000287; GO:0004725; GO:0005737; GO:0006114; GO:0006650; GO:0008967; GO:0016311; GO:0016791; GO:0035335; GO:0043136; GO:0045721; GO:0098519
evm.TU.HiC_scaffold_102.42	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_12.19	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_13.32	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_20.25	GO:0005794; GO:0005798; GO:0005886; GO:0006893; GO:0043231
evm.TU.HiC_scaffold_68.53	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.56	GO:0005509; GO:0005887; GO:0007156; GO:0016318; GO:0016339; GO:0016342; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048846; GO:0098742
evm.TU.HiC_scaffold_66.23	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_19.43	GO:0003964
evm.TU.HiC_scaffold_19.44	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.38	GO:0003964
evm.TU.HiC_scaffold_48.24	GO:0005634; GO:0007064; GO:0008156; GO:0051301
evm.TU.HiC_scaffold_48.25	GO:0000502
evm.TU.HiC_scaffold_20.26	GO:0000350; GO:0000389; GO:0000398; GO:0000974; GO:0005634; GO:0071006; GO:0071013; GO:0071014; GO:0071020
evm.TU.HiC_scaffold_20.27	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_20.28	GO:0000977; GO:0001752; GO:0003677; GO:0005634; GO:0006357; GO:0006914; GO:0007458; GO:0007562; GO:0009608; GO:0010629; GO:0030707; GO:0035070; GO:0035075; GO:0040034; GO:0042332; GO:0045944; GO:0046872; GO:0048477; GO:0048808; GO:0048813; GO:0055001; GO:0071390
evm.TU.HiC_scaffold_20.30	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.53	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061
evm.TU.HiC_scaffold_84.54	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061
evm.TU.HiC_scaffold_17.14	GO:0005102; GO:0005576; GO:0016055
evm.TU.HiC_scaffold_69.38	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.54	GO:0003677; GO:0046872
evm.TU.HiC_scaffold_56.46	GO:0005829; GO:0005856; GO:0005886; GO:0007165; GO:0016604; GO:0030027; GO:0030175; GO:0048675
evm.TU.HiC_scaffold_8.9	GO:0003964
evm.TU.HiC_scaffold_81.49	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_39.16	GO:0007399; GO:0016021; GO:0030154; GO:0030215
evm.TU.HiC_scaffold_52.36	GO:0003964
evm.TU.HiC_scaffold_38.24	GO:0005886; GO:0016021; GO:0098609
evm.TU.HiC_scaffold_66.24	GO:0005768; GO:0005769; GO:0007032; GO:0007409; GO:0015031; GO:0030041; GO:0048666; GO:0051125; GO:0060047; GO:0071203; GO:0140285
evm.TU.HiC_scaffold_66.25	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_28.45	GO:0003964
evm.TU.HiC_scaffold_84.56	GO:0003964
evm.TU.HiC_scaffold_78.47	GO:0005654
evm.TU.HiC_scaffold_78.48	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.53	GO:0001725; GO:0001843; GO:0003779; GO:0005522; GO:0005829; GO:0005886; GO:0005925; GO:0007015; GO:0007411; GO:0008154; GO:0015629; GO:0017124; GO:0030027; GO:0030036; GO:0030054; GO:0030175; GO:0045202; GO:0050699; GO:0070358; GO:1990830
evm.TU.HiC_scaffold_59.49	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_68.54	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_15.58	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.59	GO:0003964
evm.TU.HiC_scaffold_56.47	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_34.17	GO:0000976; GO:0000981; GO:0001228; GO:0001942; GO:0002260; GO:0002360; GO:0005634; GO:0006357; GO:0008544; GO:0010468; GO:0030097; GO:0030216; GO:0030858; GO:0033081; GO:0035878; GO:0043029; GO:0043565; GO:0045944; GO:0048514; GO:0048538; GO:0051798; GO:0097535; GO:0097536; GO:1902232
evm.TU.HiC_scaffold_102.48	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_66.27	GO:0003333; GO:0005886; GO:0005887; GO:0015171; GO:0015174; GO:0015179; GO:0015297; GO:0015822; GO:0016323; GO:0043231; GO:1990822
evm.TU.HiC_scaffold_80.50	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.40	GO:0003964
evm.TU.HiC_scaffold_69.41	GO:0000049; GO:0001764; GO:0002098; GO:0002926; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006357; GO:0007417; GO:0008080; GO:0008607; GO:0030335; GO:0033588; GO:0046872; GO:0051539; GO:0106261
evm.TU.HiC_scaffold_19.49	GO:0005576; GO:0005796; GO:0005886
evm.TU.HiC_scaffold_21.51	GO:0004837; GO:0005737; GO:0006520; GO:0006589; GO:0016831; GO:0030170; GO:0030424; GO:0043025; GO:0043204
evm.TU.HiC_scaffold_57.57	GO:0005615; GO:0007601; GO:0031012; GO:0050896
evm.TU.HiC_scaffold_79.60	GO:0005524; GO:0008559; GO:0009410; GO:0015431; GO:0015562; GO:0016020; GO:0016021; GO:0016323; GO:0016324; GO:0016328; GO:0016787; GO:0034040; GO:0034634; GO:0034775; GO:0042626; GO:0042908; GO:0042910; GO:0045332; GO:0046943; GO:0050729; GO:0055085; GO:0070633; GO:0071716; GO:0099039; GO:0140115; GO:0140359; GO:1990962
evm.TU.HiC_scaffold_79.62	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0006355; GO:0016604; GO:0043565; GO:0046872; GO:1990837; GO:2001222
evm.TU.HiC_scaffold_79.63	GO:0003964
evm.TU.HiC_scaffold_69.42	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.43	GO:0005524; GO:0005634; GO:0005849; GO:0006378; GO:0006388; GO:0006396; GO:0051731
evm.TU.HiC_scaffold_69.44	GO:0003964
evm.TU.HiC_scaffold_14.22	GO:0004045; GO:0005739; GO:0005829; GO:0010629; GO:2000210; GO:2000811
evm.TU.HiC_scaffold_91.26	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.42	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_66.29	GO:0000139; GO:0001517; GO:0005794; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0016021; GO:0018146
evm.TU.HiC_scaffold_27.39	GO:0000209; GO:0004842; GO:0005737; GO:0005829; GO:0006914; GO:0016020; GO:0030163; GO:0045806; GO:0046755; GO:0046872; GO:0051865; GO:0061630; GO:0070086; GO:1904417; GO:2000786
evm.TU.HiC_scaffold_71.18	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_49.22	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_42.38	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.33	GO:0005743; GO:0034551
evm.TU.HiC_scaffold_43.30	GO:0005524; GO:0033180; GO:0046933; GO:0046961; GO:1902600
evm.TU.HiC_scaffold_57.58	GO:0005516; GO:0005737; GO:0005829; GO:0005955; GO:0006470; GO:0007420; GO:0033173; GO:0033192; GO:0046872; GO:0097720; GO:0098793; GO:0098978; GO:0106306; GO:0106307; GO:1900244
evm.TU.HiC_scaffold_81.50	GO:0001661; GO:0004114; GO:0004115; GO:0005634; GO:0005829; GO:0006198; GO:0007165; GO:0007268; GO:0007612; GO:0007613; GO:0007614; GO:0007615; GO:0007617; GO:0007619; GO:0007623; GO:0008306; GO:0008355; GO:0010738; GO:0040040; GO:0043951; GO:0045202; GO:0046872; GO:0046958; GO:0048471; GO:0048675
evm.TU.HiC_scaffold_81.51	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_32.30	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_8.10	GO:0003964
evm.TU.HiC_scaffold_95.50	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_33.29	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_33.30	GO:0005576; GO:0016042; GO:0016788; GO:0043231
evm.TU.HiC_scaffold_80.53	GO:0003964
evm.TU.HiC_scaffold_94.42	GO:0003924; GO:0005096; GO:0005525; GO:0005829; GO:0007266; GO:0007415; GO:0016319; GO:0030215; GO:0045792; GO:0050770
evm.TU.HiC_scaffold_94.43	GO:0046872
evm.TU.HiC_scaffold_80.55	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_60.44	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_76.44	GO:0003964
evm.TU.HiC_scaffold_4.20	GO:0003713; GO:0004842; GO:0005737; GO:0005789; GO:0008270; GO:0009653; GO:0010332; GO:0010942; GO:0016021; GO:0016239; GO:0016567; GO:0030433; GO:0032897; GO:0043123; GO:0043161; GO:0044322; GO:0044790; GO:0045087; GO:0051092; GO:0051865; GO:0061630; GO:0097038; GO:1904380
evm.TU.HiC_scaffold_71.21	GO:0005506; GO:0005783; GO:0005789; GO:0006643; GO:0008610; GO:0016021; GO:0046485; GO:0050479
evm.TU.HiC_scaffold_50.40	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_50.41	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_70.19	GO:0003677; GO:0016021; GO:0031965
evm.TU.HiC_scaffold_76.45	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_37.6	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_59.51	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.50	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_3.35	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_3.36	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.37	GO:0005085; GO:0005634; GO:0005654; GO:0005737; GO:0008045; GO:0008270; GO:0015630; GO:0016567; GO:0021785; GO:0021952; GO:0030424; GO:0031267; GO:0031398; GO:0032880; GO:0032922; GO:0042177; GO:0042802; GO:0043231; GO:0048667; GO:0050905; GO:0051493; GO:0061630; GO:1902667
evm.TU.HiC_scaffold_89.37	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_46.36	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_39.25	GO:0003964
evm.TU.HiC_scaffold_65.25	GO:0001555; GO:0005789; GO:0006887; GO:0007029; GO:0007296; GO:0008407; GO:0016021; GO:0022416; GO:0051686
evm.TU.HiC_scaffold_31.23	GO:0002168; GO:0005178; GO:0005887; GO:0007155; GO:0007165; GO:0007411; GO:0008201; GO:0016324; GO:0031012; GO:0038023; GO:0060548
evm.TU.HiC_scaffold_31.24	GO:0004930; GO:0005886; GO:0016021; GO:0042562; GO:0042923
evm.TU.HiC_scaffold_31.26	GO:0009986
evm.TU.HiC_scaffold_2.54	GO:0003677; GO:0005634; GO:0006313; GO:0015074
evm.TU.HiC_scaffold_90.57	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_49.24	GO:0001607; GO:0004930; GO:0005886; GO:0007186; GO:0007218; GO:0007589; GO:0008188; GO:0016021; GO:0016323; GO:0051928; GO:0071465
evm.TU.HiC_scaffold_35.25	GO:0002950; GO:0005783; GO:0005789; GO:0005829; GO:0005887; GO:0006686; GO:0016021; GO:0030148; GO:0030173; GO:0030176; GO:0033188; GO:0046513; GO:0047493; GO:1905373; GO:2000303
evm.TU.HiC_scaffold_59.52	GO:0003964
evm.TU.HiC_scaffold_55.33	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.40	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_39.29	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_79.65	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_51.23	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_96.36	GO:0003964
evm.TU.HiC_scaffold_2.56	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_25.26	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_56.56	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.61	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_63.5	GO:0003824
evm.TU.HiC_scaffold_60.46	GO:0003677; GO:0003729; GO:0005634; GO:0005737; GO:0090263; GO:1990904
evm.TU.HiC_scaffold_89.38	GO:0005634; GO:0005737; GO:0005813; GO:0036038; GO:0036064; GO:0043015; GO:0060271
evm.TU.HiC_scaffold_59.55	GO:0003964
evm.TU.HiC_scaffold_17.17	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_95.51	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_95.52	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_95.53	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0045892; GO:0046872
evm.TU.HiC_scaffold_29.42	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.28	GO:0010339; GO:0031362; GO:0098631
evm.TU.HiC_scaffold_38.29	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030154; GO:0030276; GO:0070382; GO:0071277
evm.TU.HiC_scaffold_38.30	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.31	GO:0005615; GO:0005886; GO:0008029; GO:0016021; GO:0019903; GO:0031175; GO:0044877; GO:0046872; GO:0098962; GO:0098978; GO:0099150; GO:0099645
evm.TU.HiC_scaffold_95.56	GO:0003964
evm.TU.HiC_scaffold_81.53	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_35.27	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.37	GO:0000978; GO:0000981; GO:0001700; GO:0005634; GO:0006355; GO:0006357; GO:0007350; GO:0007367; GO:0007419; GO:0007474; GO:0007476; GO:0007526; GO:0009608; GO:0010468; GO:0016204; GO:0035203; GO:0035287; GO:0035288; GO:0035289; GO:0035291; GO:0042694; GO:0045087; GO:0045944; GO:0046872; GO:0048813; GO:0048814
evm.TU.HiC_scaffold_81.54	GO:0001933; GO:0005739; GO:0005743; GO:0006740; GO:0008746; GO:0010918; GO:0016021; GO:0032364; GO:0043066; GO:0045454; GO:0050661; GO:0051287; GO:0072593; GO:0098869; GO:1902600; GO:1903285
evm.TU.HiC_scaffold_81.55	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.56	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_81.57	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005669; GO:0006357; GO:0006366; GO:0006468; GO:0031965; GO:0042789; GO:0043433; GO:0046872; GO:0046982; GO:0051123; GO:0051457; GO:0060261; GO:0140416
evm.TU.HiC_scaffold_27.40	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_27.41	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_27.42	GO:0005886; GO:0007411; GO:0007413; GO:0016021
evm.TU.HiC_scaffold_88.19	GO:0003723; GO:0004815; GO:0005524; GO:0005737; GO:0005829; GO:0006422; GO:0017101; GO:0045202
evm.TU.HiC_scaffold_56.60	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.54	GO:0003964
evm.TU.HiC_scaffold_78.55	GO:0003964
evm.TU.HiC_scaffold_78.56	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.55	GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0051087; GO:0070628; GO:0070852; GO:0090084
evm.TU.HiC_scaffold_46.38	GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
evm.TU.HiC_scaffold_46.39	GO:0003824; GO:0008033; GO:0046872
evm.TU.HiC_scaffold_46.40	GO:0000448; GO:0005524; GO:0006363; GO:0006364; GO:0030874; GO:0051731; GO:0090730
evm.TU.HiC_scaffold_68.58	GO:0004930; GO:0005737; GO:0005886; GO:0007189; GO:0016021; GO:0019222; GO:0030073; GO:0031210; GO:0043235
evm.TU.HiC_scaffold_79.67	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.68	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.46	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_10.28	GO:0005576; GO:0008191; GO:0008217; GO:0042311; GO:0090729
evm.TU.HiC_scaffold_46.41	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.48	GO:0003964
evm.TU.HiC_scaffold_41.25	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:1990837
evm.TU.HiC_scaffold_41.27	GO:0003964
evm.TU.HiC_scaffold_5.37	GO:0005085; GO:0005737; GO:0006914; GO:0016020; GO:0019208; GO:0043087
evm.TU.HiC_scaffold_50.42	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_78.58	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_71.23	GO:0001540; GO:0001784; GO:0005546; GO:0005737; GO:0005769; GO:0005829; GO:0005883; GO:0006898; GO:0008203; GO:0009898; GO:0009925; GO:0030159; GO:0030276; GO:0030424; GO:0031623; GO:0034383; GO:0035591; GO:0035612; GO:0035615; GO:0035650; GO:0042632; GO:0042982; GO:0043393; GO:0048260; GO:0050750; GO:0055037; GO:0071345; GO:0090118; GO:1903076; GO:1904707; GO:1905581; GO:1905602
evm.TU.HiC_scaffold_72.30	GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774; GO:0098609
evm.TU.HiC_scaffold_72.32	GO:0003964
evm.TU.HiC_scaffold_72.33	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_45.34	GO:0003723; GO:0005634
evm.TU.HiC_scaffold_47.34	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_48.28	GO:0002027; GO:0004517; GO:0005516; GO:0005634; GO:0005777; GO:0005829; GO:0005886; GO:0006527; GO:0006809; GO:0007263; GO:0007399; GO:0007416; GO:0007444; GO:0008156; GO:0008285; GO:0009725; GO:0010181; GO:0012506; GO:0016491; GO:0020037; GO:0031284; GO:0032496; GO:0046620; GO:0046872; GO:0050660; GO:0050661
evm.TU.HiC_scaffold_48.29	GO:0004517; GO:0005516; GO:0006809; GO:0010181; GO:0020037; GO:0046872; GO:0050660; GO:0050661
evm.TU.HiC_scaffold_26.56	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.77	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_29.43	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_25.27	GO:0005576; GO:0007218
evm.TU.HiC_scaffold_88.22	GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_72.34	GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0005769; GO:0005783; GO:0005802; GO:0006886; GO:0007005; GO:0012505; GO:0016020; GO:0016192; GO:0019882; GO:0030670; GO:0030742; GO:0032438; GO:0033162; GO:0035646; GO:0035650; GO:0035651; GO:0036461; GO:0042470; GO:0044233; GO:0045335; GO:0072657; GO:0090382; GO:1903232
