© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Low
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401804

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Amb_vs_Low	 	CD3	 	complex	Activated	3.801	bias	0.341	1.821	1.98E-03	AARS1,ATP5F1C,CALM1 (includes others),CCND1,CCNH,CDK1,CS,CYC1,DAD1,DDX19A,EEF1A2,GAPDH,GLDC,GUCY1B1,HCCS,HDAC2,HMCN1,LRP1,MCM5,MDH2,NASP,NME1,ORAI2,P4HB,PCNA,PDIA4,PLIN2,PRDX4,RORA,RPL30,RPL35A,SLC25A5,SMPDL3B,SMS,SNRPN,SORL1,SOS1,SRSF7,TERF2,TGFBRAP1,VDAC2	CD3,E2F1,FOS,Rb,TP53	
Amb_vs_Low	 	CPT1B	 	enzyme	Inhibited	-4.020	 	-0.130	-3.444	2.01E-03	ACADL,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PD,CS,FBP1,FH,HADHA,NDUFA10,NDUFA7,NDUFA9,NDUFB9,NDUFS1,NDUFS2,NDUFV2,PYGB,SCP2,SOS1,UQCRC2,UQCRFS1,UQCRQ	 	
Amb_vs_Low	 	GABA	 	chemical - endogenous mammalian	Inhibited	-4.727	bias	-0.429	-1.917	2.25E-03	ACLY,ADCY1,ATP5F1A,ATP5F1B,CEPT1,EEF1A2,ELAC1,GGA3,GLB1,IDE,IDH1,MSI2,NUP93,PCNA,PDIA4,PRDX6,PRKN,RPL13,RPL15,RPL18,RPL27,RPL30,RPL35,RPL35A,RPL39,RPL7,RPLP0,RPS18,RPS2,RPS26,RPS8,SEC61G,SF3A1,SKP1,SLC25A5,SMS,STT3A,SUMF1,THOC5,TYMS,UBE2Q2,UPF1,VCP	 	
Amb_vs_Low	 	H2AX	 	transcription regulator	 	1.987	bias	0.460	1.072	2.30E-03	ANGPT1,ATP5F1A,GATA4,NDUFB8,RPL10A,RPL13,THOP1,UQCRC2	 	
Amb_vs_Low	 	dihydrotestosterone	 	chemical - endogenous mammalian	 	1.131	 	0.225	0.260	2.45E-03	ACE,ACLY,ALDOA,BRIP1,CCNA2,CCND1,CKM,CYP4B1,ENO1,FGFR1,FKBP4,FOXP2,FSHR,GAPDH,GLUL,GPX4,HPGDS,KRT1,MCM4,MCM5,NPEPPS,POU2F1,RAB3B,RGN,RPL12,RPL19,RPL27,RPL28,RPL3,RPL30,RPL8,RPL9,RPS17,RPS24,RPS26,Rps3a1,SCP2,SSRP1,SULT1E1,TAPT1,TGFBR1,VCL	CTNNB1,E2F1,E2F4,FOXM1,MLXIPL,MYC,PPARG,RB1,RBL1,Rb,TP53,YAP1,dihydrotestosterone,progesterone	
Amb_vs_Low	 	MTOR	 	kinase	 	-0.143	 	0.023	-0.248	2.52E-03	ACADL,ACLY,ACOX1,AKR1B1,ATP5PB,CCND1,CS,ENO1,ETFA,GSTM5,HADHA,LHCGR,MDH1,MDH2,PCNA,PDHA1,PNLIP,PPIB,PYGB,RPL12,RPL23,RPL32,RPS11,RPS18,SLC8A2,SMPD1,SND1,UQCRC2	E2F1,E2F4,FOXM1,MTOR,MYC,PPARG,RB1,RBL1,TP53,sirolimus	
Amb_vs_Low	 	Betacatenin/TCF	 	complex	 	 	 	 	 	2.60E-03	ALPL,CCND1,NR5A2	 	
Amb_vs_Low	 	MCU	0.005	ion channel	 	 	 	 	 	2.60E-03	ATP5F1A,NDUFA9,UQCRC2	 	
Amb_vs_Low	 	METTL1	-0.094	enzyme	 	 	 	 	 	2.60E-03	CCNA2,CCND1,CDK8	 	
Amb_vs_Low	 	POR	0.090	enzyme	 	-1.000	 	-0.092	-0.816	2.61E-03	ACADL,ACLY,ACTG1,BDH1,CYP2A6 (includes others),ETHE1,GSTM5,Gstm6,HLF,HSD17B12,PGD,SC5D,TUBB2B,VNN1	 	
Amb_vs_Low	 	tetrachlorodibenzodioxin	 	chemical toxicant	 	-0.258	 	0.064	-0.528	3.13E-03	AARS1,ACOX1,ACTL6A,AKR1B1,ANGPT1,BLK,CAP2,CBR3,CCKAR,CCN1,CCNA2,CCND1,CCT5,CYP2A6 (includes others),CYP4B1,DNMT1,EBF1,FSHR,GHITM,GOT2,GRHPR,HDAC7,IDH1,LHCGR,NME1,NPTX1,PCNA,PCSK2,PMM1,SLC25A5,SLC35F6,SOD2,TYMS	Akt,CTNNB1,E2F1,E2F4,FOS,HIF1A,RB1,RBL1,Rb,TBX2,TP53,tetrachlorodibenzodioxin	
Amb_vs_Low	 	GW501516	 	chemical drug	 	 	 	 	 	3.18E-03	ACAA2,ACADL,CAT,CCND1,ECH1,FGFR1,HADHA,PLIN2,VNN1	GW501516,PPARA,PPARD,PPARG,RBL1	
Amb_vs_Low	 	PNPLA2	-0.059	enzyme	Activated	2.264	bias	0.300	1.391	3.18E-03	ACAA2,ACADL,ACOX1,CS,EP300,FH,MRC1,MTTP,PLIN2	CEBPA,LEP,PNPLA2,PPARA,PPARG,PPARGC1A,RBL1,TP53	
Amb_vs_Low	 	MAP4K4	 	kinase	Inhibited	-4.000	bias	-0.444	-2.224	3.33E-03	ACAA2,ACLY,ALDH4A1,CYC1,DLST,GLUL,GRHPR,HADHA,NDUFS1,PGM1,PHYH,PMM1,PXMP2,SCP2,SUCLG1,UQCRFS1	 	
Amb_vs_Low	 	carbamazepine	 	chemical drug	 	1.294	bias	0.460	0.004	3.38E-03	AARS1,CTH,CYP3A5,GARS1,HDAC2,SOD2,SOS1,TRIB3	 	
Amb_vs_Low	 	estrogen	 	chemical drug	 	1.509	bias	0.349	0.113	3.38E-03	AP3D1,CCKAR,CCN1,CCND1,DNMT1,FEN1,GALK1,HTR1A,MCM3,MCM4,MCM5,MCM7,NME1,PCNA,PLIN4,RET,SCX,SMC2,SRM,TGFBR1,TYMS	E2F1,E2F2,E2F4,RB1,RBL1,Rb,TBX2,TP53,estrogen	
Amb_vs_Low	 	NR2C2	0.109	ligand-dependent nuclear receptor	 	 	 	 	 	3.80E-03	ACOX1,CCND1,ERCC6,HADHA,LHCGR	NR2C2,PPARA,PPARG,RBL1	
Amb_vs_Low	 	Srebp	 	group	 	 	 	 	 	3.80E-03	ACLY,IDH1,NPC1,PGD,SLC25A1	 	
Amb_vs_Low	 	triamterene	 	chemical drug	Activated	2.219	bias	0.358	1.425	3.80E-03	A2M,GPX2,GSTM3,MCM3,MRC1	 	
Amb_vs_Low	 	NFYA	-0.220	transcription regulator	 	1.969	bias	0.460	1.063	3.87E-03	ACLY,CAT,CCNA2,CDK1,EPHX1,GUCY1B1,NPR1,PGK1,POU2F1,THOP1	 	
Amb_vs_Low	 	cardiotoxin	 	chemical - other	 	 	 	 	 	4.03E-03	ACOX1,CCNA2,CCND1,FEN1,FGFR1,FSTL1,ITGB2,MCM3,MCM7,MRC1,NASP,PCNA,RPSA,SNRPD1	 	
Amb_vs_Low	 	EPO	 	cytokine	 	0.777	 	0.230	0.017	4.16E-03	CKM,CPSF3,GAPDH,GATA4,GBA,GCC2,GLUL,H2AZ1,MRC1,PCNA,RPL7,RPLP0,Rps3a1,RPS7,SSRP1,TPI1,UPF1,WDR1,XPC,YBX1	CTNNB1,EPO,MLXIPL,MYC,RBL1,Rb,TP53	
Amb_vs_Low	 	FUT8	0.127	enzyme	Inhibited	-2.000	bias	-0.307	-1.386	4.24E-03	ALDH2,GSTM3,GSTM5,HCCS	 	
Amb_vs_Low	 	PT-2385	 	chemical drug	 	0.000	 	0.153	-0.307	4.24E-03	CCND1,GLB1,NDUFS1,UQCRFS1	 	
Amb_vs_Low	 	gamma-linolenic acid	 	chemical - endogenous mammalian	 	-1.000	 	0.000	-1.000	4.24E-03	CKM,PCNA,PLIN2,PLIN4	 	
Amb_vs_Low	 	FOLR1	 	transporter	 	 	 	 	 	4.37E-03	ADA,ALDOC,CAT,CLCA1,GBA,RPS24,SLC13A2,SMC2,SORD,TPI1,TYMS	 	
Amb_vs_Low	 	fenofibrate	 	chemical drug	Activated	3.761	bias	0.321	2.553	4.58E-03	ACAA2,ACADL,ACOX1,CAT,CCND1,ECH1,FBP1,GAPDH,GLUL,GOT2,GPX2,HADHA,HSD17B4,MTTP,PAICS,PCNA,RORA,SC5D,SOD2,SUCLG1,VPS29	CEBPA,HIF1A,Insulin,PPARA,PPARG,RB1,RBL1,SREBF2,fenofibrate	
Amb_vs_Low	 	testosterone	 	chemical - endogenous mammalian	 	1.269	 	0.243	0.186	4.65E-03	A2M,ALDOA,ANGPT1,ANPEP,ARG2,ATP5PB,ATP6V1F,CAT,CCND1,FGFR1,FSHR,GPX4,GUSB,LHCGR,MTTP,NR5A2,PARP1,PCNA,PDIA4,RPS11,SOD2,SULT1E1,TGFBR1	Akt,CTNNB1,HIF1A,MYC,Nuclear factor 1,PPARG,RB1,TP53,beta-estradiol,dihydrotestosterone,progesterone,testosterone	
Amb_vs_Low	 	POU2F2	 	transcription regulator	 	1.414	bias	0.460	0.113	4.81E-03	ADA,ALDOC,ANKZF1,ARG2,EBF1,ENO1,MCM7,RPS2	 	
Amb_vs_Low	 	PTHLH	 	other	 	0.790	bias	0.319	0.165	4.81E-03	ANGPT1,CAT,CCND1,CDK1,COL2A1,GPX1,GPX4,SOD2	Akt,CTNNB1,HIF1A,PTHLH,RB1	
Amb_vs_Low	 	ZFHX3	 	transcription regulator	 	 	 	 	 	4.81E-03	CCND1,EBF1,NDUFS7,NPR1,RORA,SLC5A7,TUBA1B,TUBB2B	 	
Amb_vs_Low	 	MAP3K12	-0.024	kinase	 	-0.816	 	0.077	-1.004	4.82E-03	ACTG1,RPL12,RPS18,RPS2,RPS8,TUBB2B	 	
Amb_vs_Low	 	ammonium	 	chemical - endogenous mammalian	 	0.000	 	-0.023	0.103	4.85E-03	ARPC3,CAMK2D,CCT6A,CTH,DDOST,DLG1,FLNC,HINT2,HSD17B8,LGMN,MCM5,NPC2,PMPCB,RPL19,RPN1,SF3B5,TRIB3,UPF1,UQCRC2,XPNPEP1	 	
Amb_vs_Low	 	IL15	 	cytokine	Activated	2.255	bias	0.282	1.209	4.87E-03	ALDOA,ALDOC,CALM1 (includes others),CAMK2D,CCND1,CHRNA7,ENO1,FBP1,GAPDH,GARS1,GLDC,HMCN1,MCM5,NME1,PCNA,PDIA4,PGAM2,PGD,PGK1,PGM1,PRDX4,SLC25A5,SORL1,SOS1,SRSF7,TPI1	HIF1A,IL15,Immunoglobulin,NR4A1,RB1,RORC,TP53	
Amb_vs_Low	 	SLC13A1	 	transporter	 	-1.265	 	-0.184	-0.683	5.11E-03	ACLY,ACTG1,ARRDC2,BYSL,Cyp3a25 (includes others),EEF1G,RPL8,RPN1,SULT1E1,TFG	 	
Amb_vs_Low	 	fulvestrant	 	chemical drug	 	-1.930	 	-0.236	-0.932	5.30E-03	ATP5F1B,CCN1,CCNA2,CCND1,CDK1,CDK8,CTH,CTSL,FEN1,GUCY1B1,H2AZ1,MCM3,MCM5,MCM7,NME1,PCNA,RFC2,RRM1,SLC25A5,SMPD1,TBP	E2F1,E2F2,E2F4,FOXM1,PPARG,RB1,RBL1,Rb,TBX2,TP53,fulvestrant,progesterone	
Amb_vs_Low	 	E2F1	 	transcription regulator	Activated	2.183	bias	0.254	0.909	5.67E-03	ACADL,ALPL,AMY2B,AURKB,CALM1 (includes others),CCNA2,CCND1,CCT2,CCT4,CDK1,Ces1b/Ces1c,COL2A1,COPS8,DDX1,DNMT1,FEN1,FGFR1,GTF2H4,HADHA,IDH3A,KRT1,MCM3,MCM4,MCM5,MCM6,MCM7,MDH1,MUC4,NUDC,PCNA,PMPCB,RAD54L,RFC2,RRM1,SOD2,TYMS,VCP,XPC	E2F1,E2F2,E2F4,FOS,FOXM1,MYC,NR4A1,PPARG,RB1,RBL1,Rb,TAF1,TBX2,TP53	
Amb_vs_Low	 	WWTR1	0.051	transcription regulator	 	1.664	 	0.131	1.345	5.90E-03	CCN1,CCNA2,CCND1,CKM,ITGB2,NEGR1,PLIN4,RRM1,TYMS	 	
Amb_vs_Low	 	tretinoin	 	chemical - endogenous mammalian	 	-0.365	 	0.128	-1.356	6.07E-03	A2M,ACOX1,ACTC1,ADA,ALDH3A2,ALPL,ANPEP,B3GALT1,BCO1,CALM1 (includes others),CCN1,CCNA2,CCND1,CCT5,Ces1b/Ces1c,COL2A1,CPA1,CTSC,CTSL,CYP3A7-CYP3A51P,CYP4B1,DAD1,DNMT1,ECE1,EEF1G,EIF3B,ENOX1,EP300,EPHX1,FGFR1,GARS1,GATA4,GBA,GPX1,GPX2,GRIK2,HADHA,IDE,ILF3,ITGB2,KRT1,LIPA,LRP6,MGST3,MRAS,MUC4,NAA10,NME1,NPC2,NPHS1,ORC3,PAK1,PGD,PLA2G15,PLAAT4,PLIN2,PLOD3,POU2F1,PTF1A,RASAL2,RET,RFC2,ROR1,RPL11,RPL13,Rpl23a,RPL3,RPL7,RPS17,RPS3,RPS7,SHKBP1,SMPD1,STT3A,TGFBI,TGFBR1,TPI1,VCL,XPC,YBX1	CTNNB1,MYC,YAP1,tretinoin	
Amb_vs_Low	 	PAX3-FOXO1	 	fusion gene/product	 	-1.000	 	-0.139	-0.410	6.28E-03	ABAT,AKR1B1,CAP2,CCN1,CCND1,CCT5,CCT6A,CDK1,CKM,DNAJA2,ENO1,FLNC,GAPDH,MDH1,P4HB,PGD,RPL35,VCP	 	
Amb_vs_Low	 	NAMPT	0.031	cytokine	Activated	3.162	bias	0.430	1.804	6.64E-03	ALDH3A2,ALDH6A1,ETFB,HADHA,IDH3A,IDH3G,NDUFA9,PGD,UQCRFS1,UQCRQ	 	
Amb_vs_Low	 	TBX2	-0.444	transcription regulator	Activated	3.162	 	0.223	2.458	6.64E-03	AURKB,CCNA2,CDK1,DNMT1,MCM4,MCM5,MCM6,MCM7,SMC2,TRIB3	 	
Amb_vs_Low	 	FAAH	 	enzyme	Inhibited	-2.236	bias	-0.368	-1.413	6.74E-03	ATP5PD,RPL7,RPS18,RPS2,Rps3a1	 	
Amb_vs_Low	 	MED30	 	transcription regulator	 	 	 	 	 	6.74E-03	CS,NDUFA10,NDUFS2,NDUFS7,SOD2	 	
Amb_vs_Low	 	MEL T1	 	chemical - kinase inhibitor	 	-0.447	 	0.000	-0.447	6.74E-03	ATP5F1B,COPS8,ENO1,FH,PGK1	 	
Amb_vs_Low	 	PSME3	0.293	peptidase	Activated	2.236	bias	0.460	1.207	6.74E-03	ALDOA,ENO1,GAPDH,PGM1,TPI1	 	
Amb_vs_Low	 	SAMMSON	 	other	Inhibited	-2.219	bias	-0.460	-1.198	6.74E-03	ATP5F1B,NDUFA10,NDUFA7,NDUFB8,NDUFB9	 	
Amb_vs_Low	 	fenamic acid	 	chemical reagent	Activated	2.219	bias	0.368	1.402	6.74E-03	A2M,GPX2,GSTM3,MCM3,MRC1	 	
Amb_vs_Low	 	ACOX1	0.539	enzyme	 	0.262	 	-0.140	0.764	7.35E-03	ACADL,ACOX1,CAT,CTBS,Cyp3a25 (includes others),GPX4,PIPOX,PLIN2,PXMP2,RGN,RPL12,RPS24,TRIB3	 	
Amb_vs_Low	 	FOXM1	 	transcription regulator	Activated	2.041	bias	0.399	0.701	7.35E-03	ACE,AURKB,BRIP1,CAMK2D,CAT,CCNA2,CCND1,CDK1,CENPB,GLB1,PCNA,PGK1,SOD2	Akt,CTNNB1,E2F1,E2F4,FOXM1,HIF1A,MYC,PPARG,RB1,TP53	
Amb_vs_Low	 	Akt	 	group	 	0.618	 	0.085	0.231	7.44E-03	A2M,ANGPT1,ATP5F1A,CCND1,CDK1,COL2A1,COPS6,GALNT10,GHITM,HGSNAT,HSPG2,KIRREL1,L1CAM,LHCGR,NDUFB8,NOTCH2,NPC1,PCNA,RPL13,Rpl23a,RPL9,RPS2,SOD2,STT3A,STT3B,TUSC3,TYMS,UQCRC2	Akt,CTNNB1,E2F1,E2F4,HIF1A,MYC,PPARGC1A,RB1,RBL1,TBX2,TP53,YAP1	
Amb_vs_Low	 	GW7647	 	chemical drug	 	0.128	bias	0.329	-0.672	7.47E-03	EP300,NPC1,NPC2,PLIN2,PRKN,Slc22a21	GW7647,PPARA,PPARG,RBL1	
Amb_vs_Low	 	asciminib	 	chemical drug	Inhibited	-2.449	bias	-0.460	-1.322	7.47E-03	DNMT1,MCM3,MCM4,MCM6,MCM7,NASP	 	
Amb_vs_Low	 	Pln	 	other	 	 	 	 	 	7.79E-03	ALDH3A2,ALDOA,BLK,ENO1,PGAM2,PGK1,RACK1,TPI1,VCP	 	
Amb_vs_Low	 	dactolisib	 	chemical drug	Inhibited	-2.916	bias	-0.389	-1.781	7.79E-03	ALDH2,ALDH3A2,ALDOC,CTH,ENO1,GAPDH,PGK1,PGM1,TPI1	 	
Amb_vs_Low	 	TO-901317	 	chemical reagent	 	0.347	 	0.184	-0.222	8.11E-03	ACLY,ACOX1,ALDH2,ALDH3A2,ARG2,CCND1,CYP3A5,ENO1,EPHX1,FBP1,GSTM5,HSD17B12,HSD17B8,MCM6,NR5A2,PXMP2	 	
Amb_vs_Low	 	SPI1	 	transcription regulator	 	-1.000	 	0.092	-1.222	8.45E-03	CAT,CCNA2,CCND1,CDK1,EBF1,GPR84,GPX1,HDAC7,ITGB2,MRC1,PCNA,PRDX4,RACK1,RPL18,TUBA3C/TUBA3D	 	
Amb_vs_Low	 	GRN	0.038	growth factor	 	1.108	 	0.000	1.108	8.49E-03	ANGPT1,CCND1,COL2A1,GBA,GUSB,ITGB2,LIPA,NPC2,SORL1,TGFBR1	 	
Amb_vs_Low	 	cuprizone	 	chemical toxicant	Activated	2.530	 	0.134	2.107	8.49E-03	ACTC1,ARPC1B,EPHX1,GLUL,GPX1,HADHA,HINT2,LGMN,PRDX6,RPS24	 	
Amb_vs_Low	 	2-bromoethylamine	 	chemical reagent	Activated	2.000	bias	0.460	1.080	8.81E-03	A2M,GPX2,MCM3,MRC1	 	
Amb_vs_Low	 	NF2	-0.007	other	 	0.000	 	-0.197	0.390	8.81E-03	ARIH1,CCND1,GLUL,PRKN	 	
Amb_vs_Low	 	NFIA	 	transcription regulator	 	0.000	 	0.197	-0.394	8.81E-03	CYP2A6 (includes others),GABRA6,RGN,SLC25A5	 	
Amb_vs_Low	 	Nuclear factor 1	 	group	 	 	 	 	 	8.81E-03	ALDOA,CYP2A6 (includes others),GUCY1B1,SLC25A5	 	
Amb_vs_Low	 	SUB1	 	transcription regulator	 	1.000	bias	0.460	0.080	8.81E-03	CCND1,GABRR2,NDUFB8,NDUFB9	 	
Amb_vs_Low	 	EHF	2.110	transcription regulator	 	1.414	 	0.060	1.244	9.01E-03	ANPEP,CDK1,COL2A1,EHF,GLB1,NOTCH2,SPDEF,VNN1	 	
Amb_vs_Low	 	NPC1	0.807	transporter	 	 	 	 	 	9.01E-03	ALPL,CCND1,GUSB,HDAC7,LIPA,NPC1,NPC2,PLIN4	 	
Amb_vs_Low	 	LDL	 	complex	 	0.284	bias	0.273	-0.779	9.03E-03	ADCY1,AKAP1,ARG2,CCND1,CDK1,DNMT1,ECE1,GPX1,LRP1,NME1,NPC1,NPC2,PARP1,PLIN2,SOD2,TGFBR1,VNN1	Akt,CTNNB1,HIF1A,LDL,RB1	
Amb_vs_Low	 	PPARD	 	ligand-dependent nuclear receptor	 	0.839	bias	0.276	-0.301	9.23E-03	ACAA2,ACADL,ACOX1,ALDH2,ALDH3A2,BDH1,CCND1,CDK1,CLEC4F,ECH1,ENO1,FBP1,GOT2,KYAT1,MRC1,PCNA,PLIN2,SORD,TMEM120A	CEBPA,GW501516,PPARA,PPARD,PPARG,PPARGC1A,RBL1,TP53,bezafibrate	
Amb_vs_Low	 	trichostatin A	 	chemical drug	 	0.560	 	0.101	-0.134	9.26E-03	ACOX1,ADCY1,AKR1B1,ALPL,ANGPT1,AURKB,CAP2,CCNA2,CCND1,CDK1,COL2A1,CYP2A6 (includes others),CYP3A5,CYP4B1,DNMT1,EPHX1,FGFR1,GPX2,GPX4,GSTM4,GSTM5,HDAC2,IDH1,ILF3,IPCEF1,L1CAM,LGMN,LHCGR,LIN9,MCM3,MCM6,MGST3,MOB2,MRC1,MUC4,NDUFA10,NDUFB8,NOTCH2,NPC1,NXF1,PAK1,PCNA,PGAM2,PGD,PRDX6,RASSF1,RET,ROBO1,RPL13,SCP2,SIRT7,SNRPN,SOD2,STT3A,TYMS,VCL,ZMYND8	Akt,CTNNB1,E2F1,E2F4,FOXM1,HIF1A,LEP,MLXIPL,MYC,PPARG,RB1,RBL1,Rb,TAF1,TP53,trichostatin A	
Amb_vs_Low	 	2-[[9-isopropyl-6-[[4-(2-pyridyl)phenyl]methylamino]purin-2-yl]amino]butan-1-ol	 	chemical drug	 	 	 	 	 	9.32E-03	CCNA2,CCND1,PCNA	 	
Amb_vs_Low	 	AQP1	 	transporter	 	 	 	 	 	9.32E-03	AKR1B1,MIOX,PGK1	 	
Amb_vs_Low	 	FMN2	0.253	other	 	 	 	 	 	9.32E-03	NDUFA7,NDUFS7,UQCRQ	 	
Amb_vs_Low	 	PGRMC2	0.267	transporter	 	 	 	 	 	9.32E-03	ATP5F1A,NDUFB8,UQCRC2	 	
Amb_vs_Low	 	PXN	0.531	other	 	 	 	 	 	9.32E-03	CCND1,FSHR,VCL	 	
Amb_vs_Low	 	STK25	-0.171	kinase	 	 	 	 	 	9.32E-03	ACOX1,FBP1,PLIN2	PNPLA2,PPARA,PPARG,STK25	
Amb_vs_Low	 	TAF1	-0.053	transcription regulator	 	 	 	 	 	9.32E-03	CCNA2,CDK1,LHCGR	 	
Amb_vs_Low	 	dehydroepiandrosterone sulfate	 	chemical - endogenous mammalian	 	 	 	 	 	9.32E-03	ACOX1,CCND1,PCNA	Akt,CEBPA,CTNNB1,HIF1A,Insulin,PPARA,PPARG,RB1,RBL1,SREBF2,dehydroepiandrosterone sulfate	
Amb_vs_Low	 	delta-aminolevulinic acid	 	chemical - endogenous mammalian	 	 	 	 	 	9.32E-03	RPL35,RPS24,RPS26	 	
Amb_vs_Low	 	salinomycin	 	chemical - endogenous non-mammalian	 	 	 	 	 	9.32E-03	CCND1,LRP6,PCNA	CTNNB1,MTOR,MYC,TP53,YAP1,salinomycin	
Amb_vs_Low	 	E2F4	 	transcription regulator	 	 	 	 	 	9.64E-03	AURKB,CALM1 (includes others),CCNA2,CCND1,CDK1,FEN1,GTF2H4,H2AZ1,MCM3,MCM4,MCM5,MCM6,NASP,PCNA,RAD54L,RBBP5,RFC2,RRM1,SMC2,TUBA3E,XPC,ZNF91	 	
Amb_vs_Low	 	cigarette smoke	 	chemical toxicant	 	0.987	 	0.230	0.306	9.86E-03	AOX1,CAT,CCN1,CCND1,CCT5,CYP3A5,DNMT1,ESD,GPX2,GSTM5,HDAC2,LRP1,MUC4,PGD,PRDX4,SOD2,TGFBR1,XPC	GPX1,H2AX,cigarette smoke	
Amb_vs_Low	 	isobutylmethylxanthine	 	chemical toxicant	 	0.633	 	0.244	0.000	9.99E-03	ACE,ACLY,ACOX1,CCND1,ETFA,GAPDH,IDH1,ITGB2,NDUFS1,NDUFS2,PCNA,PLIN2,SOD2,UQCRC2,UQCRQ	CEBPA,CTNNB1,E2F1,E2F4,FOXM1,HIF1A,Insulin,MYC,PPARA,PPARG,PPARGC1A,RB1,RBL1,SPI1,SREBF2,TBX2,TP53,YAP1,isobutylmethylxanthine	
Amb_vs_Low	 	PTF1A	-0.570	transcription regulator	 	1.136	bias	0.324	0.243	1.01E-02	ABAT,AMY2A,AMY2B,CEL,CPA1,GRIK2,IPCEF1,LMX1B,NPHS1	 	
Amb_vs_Low	 	GSR	 	enzyme	 	-1.912	bias	-0.315	-1.084	1.02E-02	AOX1,CBR3,GPX2,GSTM4,GSTM5,MGST3,PGD	 	
Amb_vs_Low	 	PRKN	0.518	enzyme	 	-1.242	 	-0.230	-0.649	1.02E-02	CCND1,GATA4,NDUFB8,NDUFV2,PDHA1,PRDX6,UQCRC2	 	
Amb_vs_Low	 	ciprofibrate	 	chemical drug	 	0.759	 	0.077	0.491	1.07E-02	ACADL,ACOX1,CAT,Cyp3a25 (includes others),HADHA,HSD17B4,NPC1,NPC2,PIPOX,PLIN2,PXMP2,RGN,RPL12	 	
Amb_vs_Low	 	NCOR1	 	transcription regulator	 	 	 	 	 	1.10E-02	ACOX1,AKAP1,CCNA2,CCND1,CYP3A5,UQCRQ	 	
Amb_vs_Low	 	bardoxolone	 	chemical drug	 	-1.698	 	0.031	-1.772	1.10E-02	CCND1,EPHX1,MDH2,PCNA,TUFM,UQCRFS1	 	
Amb_vs_Low	 	captopril	 	chemical drug	Activated	2.442	 	0.153	2.068	1.10E-02	A2M,ACE,GPX2,GSTM3,MCM3,MRC1	 	
Amb_vs_Low	 	OGA	-0.057	enzyme	 	-0.408	 	-0.077	-0.029	1.20E-02	ACTG1,ALDOC,ARHGEF25,ARPC4,CADPS,CCND1,DLST,EIF2A,FBP1,FGFR1,GLUL,HPGDS,IDH3A,MED14,NDUFA9,NDUFB9,NDUFS1,NOTCH2,NPHS1,PDHA1,PLIN2,PRDX4,TBP,TGFBI,TSPAN5	 	
Amb_vs_Low	 	methylprednisolone	 	chemical drug	 	0.097	 	0.087	-0.389	1.26E-02	A2M,ABAT,ALAD,ALDH3A2,ANPEP,ATIC,ATP5F1C,BDH1,CCND1,CCT6A,CLEC4F,CSNK2B,CTSC,CYC1,Cyp3a25 (includes others),DAB2IP,DNPH1,ECE1,EIF3B,EPHX1,FKBP4,FSTL1,GRHPR,HSD17B12,IDH1,LIPA,LRP3,NME1,PCNA,PLIN2,RAPGEF4,RGN,SCP2,SEPHS2,SORD,SULT1E1,TINAGL1	 	
Amb_vs_Low	 	LAMA4	0.399	enzyme	Inhibited	-2.530	bias	-0.379	-1.331	1.34E-02	ANGPT1,ANPEP,CCND1,GSTM4,GSTM5,IDH1,ITGA8,LAMC1,LAMC3,MGST3	 	
Amb_vs_Low	 	TXNRD1	 	enzyme	 	-1.915	bias	-0.322	-1.074	1.38E-02	AOX1,CBR3,GPX2,GSTM4,GSTM5,MGST3,PGD	 	
Amb_vs_Low	 	dextran sulfate	 	chemical drug	 	0.000	 	0.197	-0.394	1.40E-02	ACE,ADA,CCNA2,CCND1,CDK1,FGFR1,GSTM5,LRP6,MCM3,MCM5,MCM6,MRC1,PARP1,PCNA,SLC35C1,SMC2,STEAP3	 	
